match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,pointswon_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p1,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end
2023-wimbledon-1406,00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.7681159420289856,0.5893719806763286,0,0.0,0.0,0.0,0,0,0.0,0,-0.4346938775510204,-0.029411764705882353,-0.23205282112845138
2023-wimbledon-1406,00:00:33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5217391304347827,0.1739130434782609,0,0.0,0.0,0.0,0,0,0.0,0,-0.5743610384383175,-0.029411764705882353,-0.30188640157209995
2023-wimbledon-1406,00:01:02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.6666666666666667,0.5555555555555556,0,0.0,0.0,0.0,0,0,0.0,0,-0.585287443267776,-0.08823529411764705,-0.33676136869271156
2023-wimbledon-1406,00:01:23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.7536231884057971,0.5845410628019324,0,0.0,0.0,0.0,0,0,0.0,0,-0.613819320214669,-0.029411764705882353,-0.3216155424602757
2023-wimbledon-1406,00:02:31,0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0,1,0.0,0.0,0.6086956521739131,0.8043478260869565,0,0.0,0.0,0.0,1,0,0.5,0,-0.3679100741797,-0.20588235294117646,-0.28689621356043826
2023-wimbledon-1406,00:02:57,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.4444444444444444,0,1,0.0,0.0,0.6956521739130435,0.8478260869565217,0,0.0,0.0,0.0,1,0,0.5,0,-0.26902119071644803,-0.029411764705882353,-0.1492164777111652
2023-wimbledon-1406,00:03:12,0,0.0,0.0,1.0,0.42857142857142855,0.0,0.0,0.4761904761904762,0,1,1.0,0.0,0.7971014492753623,0.9323671497584541,0,0.0,0.0,0.0,1,1,1.0,0,-0.4749383730484798,-0.029411764705882353,-0.25217506887718105
2023-wimbledon-1406,00:03:29,0,0.0,0.0,1.0,0.375,-1.0,0.0,0.09375,0,1,1.0,0.0,0.6376811594202898,0.8792270531400966,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4314156796390299,-0.058823529411764705,-0.2451196045253973
2023-wimbledon-1406,00:03:55,0,0.0,0.0,0.75,0.3333333333333333,-1.0,0.0,0.020833333333333315,0,1,1.0,0.0,0.6376811594202898,0.8792270531400966,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.37334217506631295,-0.058823529411764705,-0.21608285223903884
2023-wimbledon-1406,00:04:37,0,0.0,0.0,0.6,0.4,-1.0,0.0,0.0,0,1,1.0,0.0,0.6521739130434783,0.8840579710144928,0,-1.0,0.0,0.0,1,0,0.0,0,-0.4499903827659166,-0.029411764705882353,-0.23970107373589947
2023-wimbledon-1406,00:05:08,0,0.0,0.5,0.0,0.45454545454545453,0.0,1.0,0.6515151515151515,0,0,0.0,0.0,0.4782608695652175,0.23913043478260876,0,0.0,1.0,0.0,1,0,0.6666666666666666,0,-0.5155950402658827,-0.11764705882352941,-0.31662104954470605
2023-wimbledon-1406,00:05:54,0,0.0,0.5,1.0,0.4166666666666667,0.0,1.0,0.7291666666666667,0,0,0.0,0.0,0.6086956521739131,0.30434782608695654,0,0.0,0.0,0.0,0,0,0.0,0,-0.4960467514609832,-0.029411764705882353,-0.2627292580834328
2023-wimbledon-1406,00:06:29,0,0.0,0.5,0.5,0.38461538461538464,-1.0,1.0,0.27692307692307694,0,0,0.0,0.0,0.49275362318840576,0.24637681159420288,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.6583217431617987,-0.029411764705882353,-0.34386675393384053
2023-wimbledon-1406,00:07:00,0,0.0,0.5,0.3333333333333333,0.35714285714285715,-1.0,1.0,0.23809523809523808,0,1,0.0,0.0,0.5652173913043479,0.782608695652174,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.5506912442396313,-0.029411764705882353,-0.29005150447275685
2023-wimbledon-1406,00:07:21,0,0.0,0.5,0.25,0.4,-1.0,1.0,0.22999999999999998,0,1,0.0,0.0,0.5217391304347827,0.7608695652173914,0,-1.0,1.0,0.0,1,1,0.5,0,-0.5490943996766614,-0.1764705882352941,-0.3627824939559777
2023-wimbledon-1406,00:08:06,0,0.0,0.5,0.4,0.375,-1.0,1.0,0.255,0,1,0.0,0.0,0.6811594202898552,0.5603864734299517,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.5122478386167147,-0.029411764705882353,-0.27082980166129855
2023-wimbledon-1406,00:09:45,0,0.0,0.3333333333333333,0.0,0.35294117647058826,-1.0,0.0,-0.10457516339869281,0,0,0.0,0.0,0.3333333333333335,0.16666666666666674,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.36998823906767886,-0.058823529411764705,-0.2144058842397218
2023-wimbledon-1406,00:10:16,0,0.0,0.3333333333333333,0.0,0.3333333333333333,-1.0,0.0,-0.08333333333333334,0,0,0.0,0.0,0.34782608695652173,0.17391304347826086,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4585101190252694,-0.23529411764705882,-0.34690211833616413
2023-wimbledon-1406,00:11:18,0,0.0,0.3333333333333333,0.0,0.3684210526315789,-1.0,0.0,-0.07456140350877194,0,1,0.0,0.0,0.6521739130434783,0.8260869565217391,0,-1.0,0.0,0.0,1,1,0.3333333333333333,0,-0.38710405962396255,-0.08823529411764705,-0.2376696768708048
2023-wimbledon-1406,00:11:45,0,0.0,0.3333333333333333,0.3333333333333333,0.4,-1.0,0.0,0.016666666666666663,0,1,0.0,0.0,0.6666666666666667,0.8333333333333334,0,-1.0,0.0,0.0,1,0,0.0,0,-0.4573563892145369,-0.029411764705882353,-0.24338407696020964
2023-wimbledon-1406,00:12:10,0,0.0,0.3333333333333333,0.5,0.42857142857142855,-1.0,0.0,0.06547619047619047,0,1,1.0,0.0,0.855072463768116,0.9516908212560388,0,-1.0,0.0,0.0,1,1,0.3333333333333333,0,-0.4268689057421452,-0.029411764705882353,-0.22814033522401378
2023-wimbledon-1406,00:12:33,0,0.0,0.3333333333333333,0.6,0.45454545454545453,-1.0,0.0,0.09696969696969698,0,1,1.0,0.0,0.7536231884057971,0.9178743961352657,0,-1.0,0.0,0.0,1,1,0.3333333333333333,0,-0.4990418833835204,-0.029411764705882353,-0.2642268240447014
2023-wimbledon-1406,00:13:03,0,0.0,0.5,0.0,0.4782608695652174,-0.0,0.0,0.32608695652173914,0,0,0.0,0.0,0.0,0.0,0,-0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.4979029358897543,-0.0,-0.24895146794487716
2023-wimbledon-1406,00:13:34,0,0.0,0.5,1.0,0.4583333333333333,-0.0,0.0,0.39166666666666666,0,1,0.0,0.0,0.6376811594202898,0.5458937198067633,0,-0.0,0.0,0.0,0,0,0.0,0,-0.5238716148445336,-0.14705882352941177,-0.3354652191869727
2023-wimbledon-1406,00:14:03,0,0.0,0.5,0.5,0.44,-0.0,0.0,0.288,0,1,0.0,0.0,0.7101449275362319,0.427536231884058,0,-0.0,0.0,0.0,0,0,0.0,0,-0.38496240601503756,-0.029411764705882353,-0.20718708536045996
2023-wimbledon-1406,00:14:23,0,0.0,0.5,0.3333333333333333,0.4230769230769231,-0.0,0.0,0.2512820512820513,0,1,0.0,0.0,0.7246376811594204,0.4311594202898551,0,-0.0,0.0,0.0,0,0,0.0,0,-0.5352677062714237,-0.08823529411764705,-0.3117515001945354
2023-wimbledon-1406,00:14:45,0,0.0,0.5,0.25,0.4444444444444444,-0.0,0.0,0.23888888888888887,0,0,0.0,0.0,0.318840579710145,0.07971014492753625,0,-0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.5705529646902066,-0.058823529411764705,-0.31468824705098564
2023-wimbledon-1406,00:15:35,0,0.0,0.5,0.4,0.42857142857142855,-0.0,0.0,0.2657142857142857,0,1,0.0,0.0,0.8260869565217392,0.4565217391304348,0,-0.0,0.0,0.0,0,0,0.0,0,-0.5528383247681493,-0.08823529411764705,-0.3205368094428982
2023-wimbledon-1406,00:17:24,0,0.0,0.4,0.0,0.41379310344827586,0.0,0.0,0.40689655172413797,0,0,0.0,0.0,0.46376811594202905,0.23188405797101452,0,0.0,0.0,0.0,0,0,0.0,0,-0.48959093445508006,-0.11764705882352941,-0.30361899663930475
2023-wimbledon-1406,00:18:06,0,0.0,0.4,0.0,0.4,-1.0,0.0,-0.04999999999999999,0,1,0.0,0.0,0.6521739130434783,0.8260869565217391,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.42274173879420596,-0.11764705882352941,-0.2701943988088677
2023-wimbledon-1406,00:18:52,0,0.0,0.4,0.0,0.41935483870967744,-1.0,0.0,-0.04516129032258065,0,0,0.0,0.0,0.5072463768115942,0.2536231884057971,0,-1.0,0.0,0.0,1,0,0.0,0,-0.41392271838821226,-0.08823529411764705,-0.25107900625292967
2023-wimbledon-1406,00:19:32,0,0.0,0.4,0.3333333333333333,0.4375,-1.0,0.0,0.04270833333333335,0,1,0.0,0.0,0.7246376811594204,0.8623188405797102,0,-1.0,0.0,0.0,1,0,0.0,0,-0.43903414088110654,-0.029411764705882353,-0.23422295279349445
2023-wimbledon-1406,00:19:55,0,0.0,0.4,0.5,0.45454545454545453,-1.0,0.0,0.08863636363636362,0,0,0.0,0.0,0.3333333333333335,0.16666666666666674,0,-1.0,0.0,0.0,1,0,0.0,0,-0.553406270623995,-0.3235294117647059,-0.43846784119435045
2023-wimbledon-1406,00:21:02,0,0.0,0.4,0.6,0.4411764705882353,-1.0,0.0,0.11029411764705882,0,1,0.0,0.0,0.7826086956521741,0.891304347826087,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.435935585506739,-0.058823529411764705,-0.24737955745925186
