Rate,Win,Slope,Momentum
-0.517194733037433,0,0.0,N
-0.4588091020446685,1,0.0,N
-0.8895705252379621,0,-0.18618789610026454,N
-1.194475776139889,1,-0.36783333704761023,N
-1.3824684690847588,1,-0.24644897192339837,N
-1.6832267199132647,0,-0.24437547188668785,N
-1.8131144506067085,1,-0.21532299076097483,N
-1.9737542206069265,0,-0.14526375034683092,N
-2.031146540308768,1,-0.10901604485102978,N
-2.1341247884697854,1,-0.08018528393142943,N
-1.8758785373722546,0,0.07763400146825672,M
-1.8397963010758045,1,0.14716424369699044,M
-1.7542422905010238,1,0.060818123435615434,N
-1.592622225403444,0,0.1235870378361803,M
-1.473720865811347,0,0.1402607123448384,M
-1.4195873825219332,1,0.08651742144075536,M
-1.2321070549098667,0,0.12080690545074013,M
-1.191345231684684,0,0.1141210754186246,M
-1.1855415061304422,1,0.02328277438971227,N
-1.038666255193613,1,0.07633948824553549,M
-0.9343756008159825,0,0.12558295265722985,M
-0.8839875576850866,1,0.07733934875426318,M
-0.7862116729475754,1,0.07408196393420352,M
-1.0328342985869445,0,-0.07442337045092895,N
-1.042099703800138,0,-0.1279440154262813,N
-1.181377198205967,0,-0.07427144980951128,N
-1.3707163882192255,0,-0.1643083422095437,N
-1.3416339436483125,1,-0.08012837272117268,N
-1.1954082671896789,1,0.08765406051477331,M
-1.017734358318691,1,0.1619497926648107,M
-1.090273273711579,0,0.052567496739049924,N
-1.0763381875660878,0,-0.029301914623698355,N
-1.1758895030692185,0,-0.04280811467881973,N
-1.2783289322590259,1,-0.10099537234646905,N
-1.265322064338799,1,-0.04471628063479027,N
-1.1576427301630166,0,0.060343101048004666,N
-1.239026982099467,1,0.013147541119665984,N
-1.0872493621015857,0,0.03519668403071541,N
-1.0391184327380645,0,0.09995427468070128,M
-1.0736771298698493,0,0.006786116115868213,N
-1.054433980329594,1,-0.007657773795764711,N
-0.8602944100184795,1,0.1066913599256849,M
-0.6840709457438621,1,0.18518151729286592,M
-0.6150285381863707,0,0.1226329359160544,M
-0.5080424300709963,1,0.08801425783643291,M
-0.3963004359849416,0,0.10936405110071457,M
-0.5151722791811933,1,-0.0035649245550985476,N
-0.31633379585010807,0,0.039983320067416755,N
-0.34499466878332996,1,0.0850888051989317,M
-0.20496825908652716,1,0.055682768381790454,N
-0.019271542223769783,1,0.16286156327978007,M
0.18716845927035633,1,0.19606835917844173,M
0.2813645284121403,0,0.15031803531795507,M
0.36711111211096004,1,0.08997132642030185,M
0.40104622841469206,0,0.05984085000127587,N
0.5440377689639573,1,0.08846332842649862,M
0.47209314578580464,0,0.035523458685556286,N
0.483114094945137,1,-0.03046183700941013,N
0.3678031794047618,0,-0.05214498319052141,N
0.31026356856192056,0,-0.08642526319160823,N
