match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,pointswon_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p2,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end
2023-wimbledon-1501,00:00:00,0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0,0,0.0,0.0,0.43478260869565233,0.21739130434782616,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.5044967139398132,-0.029411764705882353,-0.2669542393228478
2023-wimbledon-1501,00:00:54,0,0.0,0.0,0.0,0.5,-1.0,1.0,0.125,0,1,0.0,0.0,0.7971014492753623,0.8985507246376812,0,-1.0,1.0,0.0,1,0,0.25,0,-0.573959779109943,-0.11764705882352941,-0.3458034189667362
2023-wimbledon-1501,00:01:25,0,0.0,0.0,0.5,0.6666666666666666,-0.5,1.0,0.41666666666666663,0,0,0.0,0.0,0.43478260869565233,0.21739130434782616,0,-0.5,0.0,0.0,1,0,0.16666666666666666,0,-0.5283745188128647,-0.058823529411764705,-0.2935990241123147
2023-wimbledon-1501,00:02:11,0,0.0,0.0,0.6666666666666666,0.5,-0.5,1.0,0.41666666666666663,0,1,0.0,0.0,0.7101449275362319,0.855072463768116,0,-0.5,0.0,0.0,0,0,-0.16666666666666666,0,-0.556486838940025,-0.3235294117647059,-0.44000812535236544
2023-wimbledon-1501,00:02:55,0,0.0,0.0,0.5,0.6,-0.3333333333333333,1.0,0.4416666666666667,0,0,0.0,0.0,0.4782608695652175,0.23913043478260876,0,-0.3333333333333333,1.0,0.0,1,0,0.4166666666666667,0,-0.595899626627199,-0.1764705882352941,-0.38618510743124657
2023-wimbledon-1501,00:03:47,0,0.0,0.0,0.6,0.5,-0.3333333333333333,1.0,0.4416666666666667,0,1,0.0,0.0,0.8695652173913044,0.9347826086956522,0,-0.3333333333333333,0.0,0.0,0,0,-0.1111111111111111,0,-0.6271811822584366,-0.029411764705882353,-0.32829647348215946
2023-wimbledon-1501,00:04:18,0,0.0,0.0,0.5,0.42857142857142855,-0.3333333333333333,1.0,0.39880952380952384,0,1,0.0,0.0,0.5942028985507246,0.7971014492753623,0,-0.3333333333333333,0.0,0.0,0,0,-0.1111111111111111,0,-0.45847170303399115,-0.20588235294117646,-0.3321770279875838
2023-wimbledon-1501,00:04:59,0,0.0,0.0,0.42857142857142855,0.375,-0.5,1.0,0.32589285714285715,0,1,0.0,0.0,0.6666666666666667,0.8333333333333334,0,-0.5,0.0,0.0,0,0,-0.16666666666666666,0,-0.4931522195770901,-0.14705882352941177,-0.32010552155325095
2023-wimbledon-1501,00:06:19,0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.14814814814814814,0,0,0.0,0.0,0.4782608695652175,0.23913043478260876,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.4381445818466201,-0.08823529411764705,-0.2631899379821336
2023-wimbledon-1501,00:06:53,0,0.0,0.0,1.0,0.4,-0.5,0.0,0.22499999999999998,0,0,0.0,-1.0,0.0,-0.5,0,-0.5,0.0,0.0,0,0,-0.16666666666666666,0,-0.5243476717354003,-0.0,-0.26217383586770016
2023-wimbledon-1501,00:07:27,0,0.0,0.0,0.5,0.45454545454545453,-0.5,1.0,0.2909090909090909,0,1,0.0,-1.0,0.6521739130434783,0.21739130434782608,0,-0.5,1.0,0.0,1,1,0.625,0,-0.4200714002380008,-0.14705882352941177,-0.2835651118837063
2023-wimbledon-1501,00:08:03,0,0.0,0.0,0.6666666666666666,0.5,-0.5,1.0,0.3333333333333333,0,1,0.0,-1.0,0.8405797101449275,0.2801932367149758,0,-0.5,0.0,0.0,1,1,0.5,0,-0.4730918435422895,-0.3235294117647059,-0.3983106276534977
2023-wimbledon-1501,00:08:45,0,0.0,0.0,0.75,0.5384615384615384,-0.5,1.0,0.35769230769230764,0,0,0.0,-1.0,0.5797101449275364,-0.14009661835748788,0,-0.5,0.0,0.0,1,0,0.16666666666666666,0,-0.3872434219589475,-0.029411764705882353,-0.20832759333241493
2023-wimbledon-1501,00:09:49,0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0,0,0.0,0.0,0.5072463768115942,0.2536231884057971,0,0.0,0.0,0.0,0,0,0.0,0,-0.43683187560738584,-0.029411764705882353,-0.2331218201566341
