match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,pointswon_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p1,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end
2023-wimbledon-1309,00:00:00,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.46376811594202905,0.23188405797101452,0,0.0,0.0,0.0,1,1,1.0,0,-0.5321484579194982,-0.23529411764705882,-0.3837212877832785
2023-wimbledon-1309,00:00:41,0,0.0,0.0,1.0,0.5,0.0,0.0,0.75,0,0,0.0,0.0,0.5507246376811594,0.2753623188405797,0,0.0,0.0,0.0,0,0,0.0,0,-0.4473827699018538,-0.029411764705882353,-0.2383972673038681
2023-wimbledon-1309,00:01:15,0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.41666666666666663,0,1,0.0,0.0,0.5652173913043479,0.782608695652174,0,0.0,0.0,0.0,0,0,0.0,0,-0.60071189279732,-0.029411764705882353,-0.31506182875160116
2023-wimbledon-1309,00:01:36,0,0.0,0.0,0.3333333333333333,0.5,-0.0,0.0,0.27777777777777773,0,0,0.0,0.0,0.0,0.0,0,-0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.5761326482951892,-0.0,-0.2880663241475946
2023-wimbledon-1309,00:02:06,0,0.0,0.0,0.5,0.4,-0.0,0.0,0.3,0,1,0.0,0.0,0.5217391304347827,0.5072463768115942,0,-0.0,0.0,0.0,0,0,0.0,0,-0.598841807188959,-0.14705882352941177,-0.3729503153591854
2023-wimbledon-1309,00:02:38,0,0.0,0.0,0.4,0.3333333333333333,-0.5,0.0,0.07777777777777779,0,0,0.0,0.0,0.4492753623188406,0.1497584541062802,0,-0.5,0.0,0.0,0,0,-0.16666666666666666,0,-0.45871444681117657,-0.14705882352941177,-0.3028866351702942
2023-wimbledon-1309,00:03:55,0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.21428571428571427,0,0,0.0,0.0,0.4782608695652175,0.23913043478260876,0,0.0,0.0,0.0,1,0,0.5,0,-0.43689995825796585,-0.029411764705882353,-0.2331558614819241
2023-wimbledon-1309,00:04:29,0,0.0,0.0,1.0,0.375,-1.0,0.0,0.09375,0,0,0.0,-1.0,0.0,-0.5,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4401834097540642,-0.0,-0.2200917048770321
2023-wimbledon-1309,00:05:00,0,0.0,0.0,0.5,0.4444444444444444,-1.0,0.0,-0.013888888888888895,0,1,0.0,-1.0,0.6231884057971016,0.20772946859903385,0,-1.0,0.0,0.0,1,0,0.0,0,-0.45015465143944805,-0.029411764705882353,-0.2397832080726652
2023-wimbledon-1309,00:05:29,0,0.0,0.0,0.6666666666666666,0.5,-1.0,0.0,0.04166666666666663,0,0,0.0,-1.0,0.3913043478260869,-0.2028985507246377,0,-1.0,0.0,0.0,1,0,0.0,0,-0.5587191089453533,-0.029411764705882353,-0.2940654368256178
2023-wimbledon-1309,00:06:04,0,0.0,0.0,0.75,0.45454545454545453,-1.0,0.0,0.051136363636363646,0,1,0.0,-1.0,0.8260869565217392,0.27536231884057977,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.608241439349971,-0.058823529411764705,-0.33353248438086786
2023-wimbledon-1309,00:06:34,0,0.0,0.0,0.6,0.4166666666666667,-1.0,0.0,0.004166666666666652,0,1,0.0,-1.0,0.7101449275362319,0.23671497584541065,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.5163231056647984,-0.1764705882352941,-0.34639684695004624
2023-wimbledon-1309,00:07:07,0,0.0,0.0,0.5,0.46153846153846156,-1.0,0.0,-0.009615384615384609,0,0,0.0,-1.0,0.536231884057971,-0.15458937198067635,0,-1.0,0.0,0.0,1,0,0.0,0,-0.49218215319821,-0.029411764705882353,-0.2607969589520462
2023-wimbledon-1309,00:07:51,0,0.0,0.0,0.5714285714285714,0.42857142857142855,-1.0,0.0,0.0,0,0,0.0,-1.0,0.0,-0.5,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4943047496238985,-0.0,-0.24715237481194924
2023-wimbledon-1309,00:08:25,0,0.0,0.0,0.5,0.4666666666666667,-1.0,0.0,-0.008333333333333331,0,1,0.0,-1.0,0.6956521739130435,0.2318840579710145,0,-1.0,0.0,0.0,1,0,0.0,0,-0.4307692307692308,-0.029411764705882353,-0.23009049773755658
2023-wimbledon-1309,00:08:50,0,0.0,0.0,0.5714285714285714,0.5,-0.75,0.0,0.08035714285714285,0,1,0.0,-1.0,0.7536231884057971,0.25120772946859904,0,-0.75,0.0,0.0,1,0,0.08333333333333333,0,-0.5553456419063976,-0.08823529411764705,-0.3217904680120223
2023-wimbledon-1309,00:09:28,0,0.0,0.5,0.0,0.5294117647058824,0.0,1.0,0.676470588235294,0,1,0.0,0.0,0.8260869565217392,0.9130434782608696,0,0.0,1.0,0.0,1,1,1.0,0,-0.5525223092332908,-0.1764705882352941,-0.36449644873429243
2023-wimbledon-1309,00:10:04,0,0.0,0.5,1.0,0.5555555555555556,-0.0,1.0,0.611111111111111,0,0,0.0,0.0,0.0,0.0,0,-0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.5159643916913946,-0.0,-0.2579821958456973
2023-wimbledon-1309,00:11:09,0,0.0,0.5,1.0,0.5263157894736842,-0.0,1.0,0.6052631578947368,0,0,0.0,0.0,0.6086956521739131,0.2028985507246377,0,-0.0,0.0,0.0,0,0,0.0,0,-0.5748697916666666,-0.08823529411764705,-0.33155254289215685
2023-wimbledon-1309,00:11:44,0,0.0,0.5,0.6666666666666666,0.5,-0.0,1.0,0.5333333333333333,0,1,0.0,0.0,0.7826086956521741,0.4456521739130435,0,-0.0,0.0,0.0,0,0,0.0,0,-0.4653010033444816,-0.029411764705882353,-0.24735638402518198
