Rate,Win,Slope,Momentum
0.04694950297311193,1,0.0,N
0.6268680513195866,0,0.0,N
0.7698786716051967,1,-0.18618789610026454,N
1.059048864816136,0,-0.36783333704761023,N
1.3380585354845147,0,-0.24644897192339837,N
1.5152519861833664,1,-0.24437547188668785,N
1.8054107545408629,0,-0.21532299076097483,N
2.148548751709522,1,-0.14526375034683092,N
2.2796140615325555,0,-0.10901604485102978,N
2.357079261070699,0,-0.08018528393142943,N
2.4096311594377524,1,0.07763400146825672,M
2.4406918745257835,0,0.14716424369699044,M
2.2360943552714683,0,0.060818123435615434,N
2.1105174805183857,1,0.1235870378361803,M
1.9793005324029707,1,0.1402607123448384,M
1.794390958931014,0,0.08651742144075536,M
1.73203299711319,1,0.12080690545074013,M
1.7848856317967976,1,0.1141210754186246,M
1.7037453161610765,0,0.02328277438971227,N
1.6033798552863183,0,0.07633948824553549,M
1.506271660883185,1,0.12558295265722985,M
1.324071137155438,0,0.07733934875426318,M
1.15722823235218,0,0.07408196393420352,M
1.108633167607366,1,-0.07442337045092895,N
1.4010840257064254,1,-0.1279440154262813,N
1.6273789420058917,1,-0.07427144980951128,N
1.806652424820775,1,-0.1643083422095437,N
1.7896775875535553,0,-0.08012837272117268,N
1.7360701568873687,0,0.08765406051477331,M
1.6046787827350486,0,0.1619497926648107,M
1.4306051130629505,1,0.052567496739049924,N
1.4088804626437401,1,-0.029301914623698355,N
1.4578334490962872,1,-0.04280811467881973,N
1.4685224012266809,0,-0.10099537234646905,N
1.573684277098498,0,-0.04471628063479027,N
1.6235421769006848,1,0.060343101048004666,N
1.543264540616193,0,0.013147541119665984,N
1.5433082099748157,1,0.03519668403071541,N
1.4982929722517513,1,0.09995427468070128,M
1.4166952649422724,1,0.006786116115868213,N
1.3937099806236148,0,-0.007657773795764711,N
1.2766406540491952,0,0.1066913599256849,M
1.121456288528004,0,0.18518151729286592,M
0.9240348952438028,1,0.1226329359160544,M
0.8124383679476865,0,0.08801425783643291,M
0.8791081610625187,1,0.10936405110071457,M
0.7219807606142572,0,-0.0035649245550985476,N
0.7997550829548499,1,0.039983320067416755,N
0.552720638742073,0,0.0850888051989317,M
0.3953422072738984,0,0.055682768381790454,N
0.1388162011908965,0,0.16286156327978007,M
0.257030523105957,0,0.19606835917844173,M
0.15010861796012404,1,0.15031803531795507,M
0.16969860363489458,0,0.08997132642030185,M
0.12135887295240955,1,0.05984085000127587,N
0.055245819620134806,0,0.08846332842649862,M
-0.044361815728936105,1,0.035523458685556286,N
-0.07687114111425714,0,-0.03046183700941013,N
-0.010489937874896299,1,-0.05214498319052141,N
0.15042006517597867,1,-0.08642526319160823,N
0.20228476011215205,0,-0.06732310271481985,N
0.2730700545603249,0,-0.06983561632945831,N
0.22397647518053326,0,-0.04547154934745873,N
0.20936705004719636,1,0.08194042247570132,M
0.3258791482578669,1,0.10229298541054684,M
0.4679031977646288,1,-0.04115464269666008,N
0.563961142496503,1,-0.10739458656505164,N
0.47632003093158265,0,-0.060423425049260904,N
0.33565274423405583,0,0.028815362744628037,N
0.2804393886488255,1,0.06903473297964297,N
0.2622413924728393,1,-0.00687025184138923,N
0.3252301740966922,0,-0.02145339037026245,N
0.28204773560008084,1,-0.09296788216609315,N
0.39553150632551837,1,-0.24338409102022474,N
0.6597096455093303,1,-0.19499347265341258,N
0.8096182754661917,1,0.008330590994895498,N
0.8948901031385045,1,0.057849173089886685,N
0.9720996632052173,1,-0.057295096350782476,N
0.9679000340089721,1,-0.18262721867472426,N
1.0187175754818742,1,-0.13226529982009444,N
1.1628186979098767,0,0.029926991117385504,N
1.1534881126262173,0,0.05531928878433462,N
1.094192470168244,1,0.040758670911181016,N
1.1529123730264152,1,-0.03144830375588159,N
1.0897706001898648,0,-0.05844850033999238,N
1.0431165499844834,0,0.006182314962109192,N
0.9280869095373446,0,0.03447068208264076,N
0.9882757172131462,1,0.06774254759585394,N
1.1248139813844538,1,0.045180805951818365,N
1.1123504116112695,0,-0.07911156401923228,N
1.1013831687884845,0,-0.04863461712489933,N
0.9897929684745655,0,0.02745901299453668,N
0.9537531192796849,1,0.04867242826935328,N
0.8130548315446608,0,0.026053775750213476,N
0.8460717220981345,1,0.0562469792797993,N
0.7946634720651753,1,0.08819154224085135,M
0.7854905814105015,1,0.0430320632764809,N
0.7199309026098173,1,0.010492972968918352,N
0.8160452130800293,0,0.012020269009582613,N
0.748778297658372,1,-0.07055265904108227,N
0.8624358251534507,0,-0.08926799539632682,N
0.8874384190060465,0,-0.021025908700387508,N
0.9298290036605705,1,-0.0510317315611859,N
0.9419976660341411,0,0.025308707030205546,N
0.8452268753658514,0,0.05165905996296316,N
0.7145328388120339,0,0.0691434265949239,N
0.5947306626207436,1,0.09870078393374465,M
0.5756612952965717,1,-0.03487453554638148,N
0.7757315723001781,1,-0.09467911460418482,N
0.849236904669441,0,-0.10067015891649828,N
0.8020666012810638,0,-0.14708535089505415,N
0.7814884099878825,0,-0.0973949957234333,N
0.8614806761066265,1,0.009573223880800397,N
0.9161505740955729,1,0.012589893793391815,N
0.8318273677152985,0,-0.02564905676436391,N
0.7410672169516872,0,-0.026478234968931647,N
0.686544711617262,0,0.05183954817777464,N
0.838665997304632,0,0.2299337397118326,M
0.6764053924994111,0,0.21626410380916017,M
0.4518638137935619,0,0.12001355394174368,M
0.3219252367931015,0,0.19106497609924372,M
0.24090547122162428,0,0.19729703416108402,M
0.19329917730786297,1,0.15274213500128211,M
0.08408167960276353,1,0.06444999417686229,N
0.18199808908249454,1,0.025865231682416168,N
0.17567165282213998,1,0.028462145922222737,N
0.011344528041656254,0,-0.004769450810001019,N
-0.14102287317829287,1,0.04908151048688347,N
-0.29602155477720077,0,0.077478573243351,M
-0.3998179932542564,0,0.12326718678643822,M
-0.5126614218930097,1,0.15669866007646926,M
-0.6447584339270799,0,0.13146855671849328,M
-0.6283686358770513,1,0.12834258062240056,M
-0.5915797201804633,1,0.06623355634329064,N
-0.7368677651691459,0,-0.03537774717622799,N
-0.7471379759784097,1,0.027841416792502627,N
-0.8540124062542116,1,0.05908903603998372,N
-0.8981553969703522,0,0.09836138542409623,M
-1.0996665299863264,0,0.16144222024080412,M
-1.2519364985986592,0,0.14319732384735295,M
-1.3775822818879762,0,0.18383552121982583,M
-1.519300951113234,1,0.11934399419972008,M
-1.4926846513685994,0,0.04323018215504204,N
-1.6464285713171163,0,0.023718182635746432,N
-1.6260370750816333,1,0.07711352355831891,M
-1.6256720399172948,1,0.10059098104731667,M
-1.7197759215964101,0,0.07112739990245309,M
-1.8198014683576276,0,0.09330368243061171,M
-1.8965804563323327,1,0.08824167908899128,M
-2.0248839536371106,1,-0.006184672249257561,N
-2.0089819613837827,0,0.0012301896666992995,N
-2.0502591362133344,0,0.08763402545738308,M
-2.03684356627583,1,0.01733618444795426,N
-2.0219621932985286,1,-0.03318031230196161,N
-2.006424853199953,1,-0.03087057246798186,N
-2.276568282285484,0,-0.06241633713224459,N
-2.1824100436839333,1,0.026091785323183903,N
-2.163975857001077,0,0.06793643998454724,N
-2.1919944057138556,1,-0.10700675093354883,N
-2.0220196184232546,0,-0.10736029260328683,N
-1.9496605475744264,0,-0.040125563079490334,N
-1.9832344328082692,0,0.11462794438512391,M
-2.0532776296151707,1,0.21570217938930947,M
-2.1556851384105933,1,0.04655590181703384,N
-2.1594275039078683,0,0.040511461289486794,N
-2.3329928035517415,0,0.10397084544495128,M
-2.4042617840732143,1,0.1041692909413332,M
-2.6720094475787945,0,0.07920428695027293,M
-2.763146391254955,1,0.12264429351931261,M
-2.887357837797449,1,0.16992864167388677,M
-3.2641510501795645,0,0.08756486817647113,M
-3.3590211738034643,1,0.17289370749289135,M
-3.514214269466636,1,0.24508837094784441,M
-3.5233862290667273,0,0.10919931143548811,M
-3.5314666363785205,0,0.102574528252243,M
-3.5804807848890388,1,0.10613427304517487,M
-3.650771875610584,1,-0.07448915354907615,N
-3.672300993524524,0,-0.12382913107916838,N
-3.619396677806705,0,0.02922430902305151,N
-3.7580083494473575,0,0.08935821107958897,M
-3.8305762221769135,0,0.1635602604346138,M
-4.022027948617497,1,0.09045403488730352,M
-4.088381728526887,0,0.010243794762153868,N
-4.190089326698592,0,0.10710348033254613,M
-4.122251913698902,0,0.1776022263978918,M
-4.245053398570413,0,0.20392800394342459,M
-4.543294277265748,0,0.10982496589133106,M
-4.714546604061236,1,0.025539767316795636,N
-4.709113384692677,0,0.10039034266437952,M
-4.8904028758929385,0,0.13635374108991405,M
-4.92626265688002,1,0.1587329953657619,M
-5.073196215784668,1,0.13022143747563186,M
-5.179541929246455,0,0.0840703739958446,M
-5.2835047927943295,1,0.1338277504844103,M
-5.273046897933295,1,0.11125132990285724,M
-5.343308289626172,0,0.07215465393260434,M
-5.433070514097722,0,0.07077683636011667,M
-5.673466749631715,0,0.0780895124132952,M
-5.760731981638095,0,0.15582291008948523,M
-5.794726348719209,1,0.15663859792587953,M
-5.85153975405183,0,0.025571126203817407,N
-5.838993277970801,1,0.004582701993743665,N
