match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,pointswon_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p2,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end,Rate
2023-wimbledon-1314,00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.8260869565217392,0.9130434782608696,0,0.0,0.0,0.0,0,0,0.0,0,-0.5416201117318437,-0.1176470588235294,-0.3296335852776865,0.05099305864111779
2023-wimbledon-1314,00:00:25,0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0,1,0.0,0.0,0.7681159420289856,0.8840579710144928,0,0.0,1.0,0.0,1,1,1.0,0,-0.3146716082819571,-0.088235294117647,-0.2014534511998021,-0.05455018899891417
2023-wimbledon-1314,00:00:49,0,0.0,0.0,0.5,0.6666666666666666,0.0,1.0,0.7222222222222222,0,0,0.0,0.0,0.5217391304347827,0.2608695652173913,0,0.0,1.0,0.0,1,1,1.0,0,-0.5915940450254175,-0.1470588235294117,-0.3693264342774146,-0.1600934366389461
2023-wimbledon-1314,00:01:28,0,0.0,0.0,0.6666666666666666,0.75,0.0,1.0,0.8055555555555555,0,0,0.0,0.0,0.4492753623188406,0.2246376811594203,0,0.0,0.0,0.0,1,0,0.5,0,-0.4794955968943775,-0.088235294117647,-0.2838654455060123,-0.2656366842789781
2023-wimbledon-1314,00:02:03,0,0.0,0.0,0.75,0.8,0.0,1.0,0.85,0,1,0.0,0.0,0.7101449275362319,0.855072463768116,0,0.0,0.0,0.0,1,0,0.5,0,-0.4988953866146848,-0.0294117647058823,-0.2641535756602836,-0.37117993191901005
2023-wimbledon-1314,00:03:30,0,0.0,1.0,0.0,0.8333333333333334,0.0,0.0,0.6111111111111112,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.4722955145118733,-0.0,-0.2361477572559366,-0.47672317955904203
2023-wimbledon-1314,00:03:57,0,0.0,1.0,1.0,0.7142857142857143,0.0,0.0,0.6785714285714286,0,1,0.0,0.0,0.8985507246376812,0.6328502415458938,0,0.0,0.0,0.0,0,0,0.0,0,-0.5258119658119659,-0.0294117647058823,-0.2776118652589241,-0.5822664271990741
2023-wimbledon-1314,00:04:15,0,0.0,1.0,0.5,0.625,0.0,0.0,0.53125,0,0,0.0,0.0,0.6086956521739131,0.2028985507246377,0,0.0,0.0,0.0,0,0,0.0,0,-0.5327877795962903,-0.0294117647058823,-0.2810997721510863,-0.687809674839106
2023-wimbledon-1314,00:04:41,0,0.0,1.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.4722222222222222,0,0,0.0,0.0,0.6231884057971016,0.2077294685990338,0,0.0,0.0,0.0,0,0,0.0,0,-0.5408596444680286,-0.0294117647058823,-0.2851357045869555,-0.793352922479138
2023-wimbledon-1314,00:05:20,0,0.0,1.0,0.25,0.5,0.0,0.0,0.4375,0,1,0.0,0.0,0.8115942028985508,0.6038647342995169,0,0.0,0.0,0.0,0,0,0.0,0,-0.5398373983739838,-0.0294117647058823,-0.2846245815399331,-0.89889617011917
2023-wimbledon-1314,00:05:51,0,0.0,0.5,0.0,0.5454545454545454,0.0,0.0,0.5227272727272727,0,0,0.0,0.0,0.5652173913043479,0.2826086956521739,0,0.0,0.0,0.0,1,0,0.5,0,-0.4071825740958016,-0.088235294117647,-0.2477089341067243,-1.004439417759202
2023-wimbledon-1314,00:06:22,0,0.0,0.5,1.0,0.5,0.0,0.0,0.6666666666666666,0,0,0.0,0.0,0.5217391304347827,0.2608695652173913,0,0.0,0.0,0.0,0,0,0.0,0,-0.5901660119123051,-0.1176470588235294,-0.3539065353679173,-1.109982665399234
2023-wimbledon-1314,00:07:01,0,0.0,0.5,0.5,0.4615384615384615,-1.0,0.0,0.1153846153846154,0,0,0.0,0.0,0.4347826086956523,0.2173913043478261,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4843829678735339,-0.0588235294117647,-0.2716032486426493,-1.215525913039266
2023-wimbledon-1314,00:07:39,0,0.0,0.5,0.3333333333333333,0.5,-1.0,0.0,0.0833333333333333,0,1,0.0,0.0,0.7246376811594204,0.8623188405797102,0,-1.0,0.0,0.0,1,0,0.0,0,-0.4701536296470036,-0.0294117647058823,-0.249782697176443,-1.321069160679298
2023-wimbledon-1314,00:08:00,0,0.0,0.5,0.5,0.4666666666666667,-1.0,0.0,0.1166666666666667,0,0,0.0,0.0,0.5072463768115942,0.2536231884057971,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4744785082174463,-0.0588235294117647,-0.2666510188146055,-1.42661240831933
2023-wimbledon-1314,00:08:35,0,0.0,0.5,0.4,0.4375,-1.0,0.0,0.0843749999999999,0,1,0.0,0.0,0.7826086956521741,0.891304347826087,0,-1.0,0.0,0.0,0,0,-0.25,0,-0.4750022412814152,-0.1176470588235294,-0.2963246500524723,-1.5321556559593619
2023-wimbledon-1314,00:10:11,0,0.0,0.3333333333333333,0.0,0.4705882352941176,0.0,0.0,0.2679738562091503,0,0,0.0,0.0,0.4202898550724638,0.2101449275362319,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.5396246318843128,-0.1176470588235294,-0.3286358453539211,-1.6376989035993939
2023-wimbledon-1314,00:10:46,0,0.0,0.3333333333333333,1.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0,1,0.0,0.0,0.8840579710144929,0.9420289855072465,0,0.0,0.0,0.0,0,0,0.0,0,-0.4584170349537967,-0.0294117647058823,-0.2439143998298395,-1.7432421512394258
2023-wimbledon-1314,00:11:07,0,0.0,0.3333333333333333,0.5,0.4210526315789473,0.0,0.0,0.3135964912280701,0,1,0.0,0.0,0.7971014492753623,0.8985507246376812,0,0.0,0.0,0.0,0,0,0.0,0,-0.5538581551062861,-0.088235294117647,-0.3210467246119666,-1.8487853988794578
2023-wimbledon-1314,00:11:32,0,0.0,0.3333333333333333,0.3333333333333333,0.45,0.0,0.0,0.2791666666666667,0,1,0.0,0.0,0.7536231884057971,0.8768115942028986,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.4463327845344946,-0.0588235294117647,-0.2525781569731297,-1.9543286465194898
