match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,pointswon_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p2,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end,Rate
2023-wimbledon-1306,00:00:00,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1.0,0.0,0.4347826086956523,0.8115942028985508,0,0.0,0.0,0.0,1,1,1.0,0,-0.4272394272394272,-0.0294117647058823,-0.2283255959726547,0.2853141034958945
2023-wimbledon-1306,00:00:35,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,1.0,0.0,0.7681159420289856,0.9227053140096618,0,0.0,1.0,0.0,1,0,0.6666666666666666,0,-0.4711075745519306,-0.088235294117647,-0.2796714343347888,0.1443724717677906
2023-wimbledon-1306,00:00:58,0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.8888888888888888,0,0,1.0,0.0,0.4202898550724638,0.4734299516908213,0,0.0,0.0,0.0,0,0,0.0,0,-0.5150986157050104,-0.1764705882352941,-0.3457846019701522,0.0034308400396867444
2023-wimbledon-1306,00:01:39,0,0.0,0.0,0.6666666666666666,0.75,0.0,1.0,0.8055555555555555,0,1,1.0,0.0,0.7101449275362319,0.9033816425120772,0,0.0,0.0,0.0,1,1,1.0,0,-0.3899604143855807,-0.088235294117647,-0.2390978542516139,-0.13751079168841712
2023-wimbledon-1306,00:02:03,0,0.0,0.0,0.75,0.8,0.0,1.0,0.85,0,1,1.0,0.0,0.7826086956521741,0.927536231884058,0,0.0,0.0,0.0,1,1,1.0,0,-0.4483058210251955,-0.0294117647058823,-0.2388587928655389,-0.278452423416521
2023-wimbledon-1306,00:03:01,0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.5555555555555555,0,1,0.0,0.0,0.5652173913043479,0.782608695652174,0,0.0,0.0,0.0,0,0,0.0,0,-0.5764332740641069,-0.088235294117647,-0.332334284090877,-0.41939405514462486
2023-wimbledon-1306,00:03:24,0,0.0,1.0,0.0,0.5714285714285714,0.0,0.0,0.3928571428571428,0,1,0.0,0.0,0.6521739130434783,0.5507246376811594,0,0.0,0.0,0.0,0,0,0.0,0,-0.528066528066528,-0.0294117647058823,-0.2787391463862051,-0.5603356868727288
2023-wimbledon-1306,00:03:43,0,0.0,1.0,0.0,0.5,0.0,0.0,0.375,0,1,0.0,0.0,0.8260869565217392,0.6086956521739131,0,0.0,0.0,0.0,0,0,0.0,0,-0.5378502718527812,-0.0294117647058823,-0.2836310182793318,-0.7012773186008328
2023-wimbledon-1306,00:04:01,0,0.0,1.0,0.0,0.5555555555555556,0.0,0.0,0.3888888888888889,0,1,0.0,0.0,0.4492753623188406,0.4830917874396135,0,0.0,0.0,0.0,1,0,0.5,0,-0.5650124345792658,-0.1176470588235294,-0.3413297467013976,-0.8422189503289366
2023-wimbledon-1306,00:04:25,0,0.0,1.0,0.25,0.6,0.0,0.0,0.37,0,1,0.0,0.0,0.6956521739130435,0.5652173913043478,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.6269823869034569,-0.0588235294117647,-0.3429029581576108,-0.9831605820570404
2023-wimbledon-1306,00:04:45,0,0.0,1.0,0.4,0.5454545454545454,0.0,0.0,0.389090909090909,0,0,0.0,0.0,0.5217391304347827,0.1739130434782609,0,0.0,0.0,0.0,0,0,0.0,0,-0.5530928186592102,-0.0294117647058823,-0.2912522916825463,-1.1241022137851442
2023-wimbledon-1306,00:05:28,0,0.0,0.5,0.0,0.5833333333333334,0.0,1.0,0.6944444444444445,0,1,0.0,0.0,0.7536231884057971,0.8768115942028986,0,0.0,1.0,0.0,1,1,1.0,0,-0.5627735773975329,-0.088235294117647,-0.3255044357575899,-1.265043845513248
2023-wimbledon-1306,00:05:49,0,0.0,0.5,1.0,0.5384615384615384,-1.0,1.0,0.4076923076923077,0,0,0.0,0.0,0.3623188405797102,0.1811594202898551,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.5009373326191752,-0.0588235294117647,-0.2798804310154699,-1.4059854772413518
2023-wimbledon-1306,00:06:25,0,0.0,0.5,0.5,0.5714285714285714,-1.0,1.0,0.3142857142857143,0,1,1.0,0.0,0.4927536231884057,0.8309178743961353,0,-1.0,0.0,0.0,1,1,0.3333333333333333,0,-0.5095579450418161,-0.0294117647058823,-0.2694848548738492,-1.5469271089694556
2023-wimbledon-1306,00:06:44,0,0.0,0.5,0.6666666666666666,0.5333333333333333,-1.0,1.0,0.3399999999999999,0,1,1.0,0.0,0.2753623188405798,0.7584541062801934,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.542254658184519,-0.1176470588235294,-0.3299508585040242,-1.6878687406975594
2023-wimbledon-1306,00:07:14,0,0.0,0.5,0.5,0.5,-1.0,1.0,0.3,0,0,1.0,0.0,0.4782608695652175,0.4927536231884058,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4666223845898373,-0.0588235294117647,-0.262722957000801,-1.8288103724256632
2023-wimbledon-1306,00:07:49,0,0.0,0.5,0.4,0.4705882352941176,-1.0,1.0,0.2741176470588235,0,1,1.0,0.0,0.6956521739130435,0.8985507246376812,0,-1.0,0.0,0.0,0,0,-0.25,0,-0.4549275925745942,-0.1176470588235294,-0.2862873256990618,-1.969752004153767
2023-wimbledon-1306,00:09:30,0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.2777777777777777,0,0,0.0,0.0,0.3043478260869565,0.1521739130434782,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.538986625228925,-0.0588235294117647,-0.2989050773203449,-2.110693635881871
2023-wimbledon-1306,00:10:00,0,0.0,0.3333333333333333,1.0,0.4736842105263157,0.0,0.0,0.3614035087719298,0,0,0.0,0.0,0.4927536231884057,0.2463768115942028,0,0.0,0.0,0.0,0,0,0.0,0,-0.5329230606692902,-0.1470588235294117,-0.339990942099351,-2.251635267609975
2023-wimbledon-1306,00:10:38,0,0.0,0.3333333333333333,0.5,0.45,0.0,0.0,0.2566666666666666,0,1,0.0,0.0,0.5942028985507246,0.5314009661835749,0,0.0,0.0,0.0,0,0,0.0,0,-0.5617367706919946,-0.0294117647058823,-0.2955742676989384,-2.3925768993380787
2023-wimbledon-1306,00:11:28,0,0.0,0.3333333333333333,0.3333333333333333,0.4285714285714285,0.0,0.0,0.219047619047619,0,0,0.0,0.0,0.289855072463768,0.0966183574879226,0,0.0,0.0,0.0,0,0,0.0,0,-0.546367934665807,-0.088235294117647,-0.317301614391727,-2.5335185310661825
2023-wimbledon-1306,00:12:15,0,0.0,0.3333333333333333,0.25,0.4545454545454545,0.0,0.0,0.2075757575757575,0,0,0.0,0.0,0.4782608695652175,0.1594202898550725,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.5409743202416918,-0.0588235294117647,-0.2998989248267282,-2.6744601627942863
2023-wimbledon-1306,00:12:47,0,0.0,0.3333333333333333,0.4,0.4782608695652174,0.0,0.0,0.2423188405797101,0,0,0.0,0.0,0.6231884057971016,0.2077294685990338,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.4443634435681622,-0.0588235294117647,-0.2515934864899634,-2.81540179452239
2023-wimbledon-1306,00:13:37,0,0.0,0.3333333333333333,0.5,0.5,0.0,0.0,0.2666666666666666,0,1,0.0,0.0,0.5507246376811594,0.5169082125603864,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.5537133631395927,-0.1764705882352941,-0.3650919756874434,-2.956343426250494
2023-wimbledon-1306,00:14:34,0,0.0,0.3333333333333333,0.5714285714285714,0.48,0.0,0.0,0.2769523809523809,0,0,0.0,0.0,0.4782608695652175,0.1594202898550725,0,0.0,0.0,0.0,0,0,0.0,0,-0.4660412757973733,-0.088235294117647,-0.2771382849575102,-3.0972850579785978
2023-wimbledon-1306,00:15:12,0,0.0,0.3333333333333333,0.5,0.4615384615384615,0.0,0.0,0.2589743589743589,0,1,0.0,0.0,0.7391304347826086,0.5797101449275363,0,0.0,0.0,0.0,0,0,0.0,0,-0.5498230329430982,-0.0294117647058823,-0.2896173988244903,-3.2382266897067016
2023-wimbledon-1306,00:15:33,0,0.0,0.3333333333333333,0.4285714285714285,0.4444444444444444,-0.3333333333333333,0.0,0.1746031746031746,0,1,0.0,0.0,0.463768115942029,0.4879227053140096,0,-0.3333333333333333,0.0,0.0,0,0,-0.1111111111111111,0,-0.4686451612903226,-0.088235294117647,-0.2784402277039848,-3.3791683214348054
2023-wimbledon-1306,00:16:27,0,0.0,0.25,0.0,0.4285714285714285,0.0,0.0,0.3392857142857143,0,1,0.0,0.0,0.5797101449275364,0.7898550724637682,0,0.0,0.0,0.0,0,0,0.0,0,-0.5231455131853538,-0.0588235294117647,-0.2909845212985593,-3.5201099531629096
2023-wimbledon-1306,00:16:51,0,0.0,0.25,0.0,0.4137931034482758,0.0,0.0,0.2212643678160919,0,1,0.0,0.0,0.7391304347826086,0.8695652173913043,0,0.0,0.0,0.0,0,0,0.0,0,-0.4145185185185185,-0.0588235294117647,-0.2366710239651416,-3.6610515848910135
2023-wimbledon-1306,00:17:22,0,0.0,0.25,0.0,0.4333333333333333,0.0,0.0,0.2277777777777777,0,1,0.0,0.0,0.7971014492753623,0.8985507246376812,0,0.0,0.0,0.0,1,0,0.5,0,-0.4925236216860838,-0.0294117647058823,-0.260967693195983,-3.8019932166191173
2023-wimbledon-1306,00:17:47,0,0.0,0.25,0.3333333333333333,0.4193548387096774,0.0,0.0,0.2506720430107527,0,1,0.0,0.0,0.6956521739130435,0.8478260869565217,0,0.0,0.0,0.0,0,0,0.0,0,-0.4210139457268863,-0.2352941176470588,-0.3281540316869725,-3.942934848347221
