match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,pointswon_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p2,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end,Rate
2023-wimbledon-1309,00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.463768115942029,0.2318840579710145,0,0.0,0.0,0.0,0,0,0.0,0,-0.4678515420805018,-0.2352941176470588,-0.3515728298637803,0.24907794549992618
2023-wimbledon-1309,00:00:41,0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0,0,0.0,0.0,0.5507246376811594,0.2753623188405797,0,0.0,0.0,0.0,1,0,0.5,0,-0.5526172300981461,-0.0294117647058823,-0.2910144974020142,0.3918360250318861
2023-wimbledon-1309,00:01:15,0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.5833333333333333,0,1,0.0,0.0,0.5652173913043479,0.782608695652174,0,0.0,0.0,0.0,1,0,0.5,0,-0.3992881072026801,-0.0294117647058823,-0.2143499359542812,0.534594104563846
2023-wimbledon-1309,00:01:36,0,0.0,0.0,0.6666666666666666,0.5,-1.0,0.0,0.0555555555555555,0,0,0.0,-1.0,0.0,-0.5,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4238673517048108,-0.0,-0.2119336758524054,0.677352184095806
2023-wimbledon-1309,00:02:06,0,0.0,0.0,0.5,0.6,-1.0,0.0,0.0333333333333333,0,1,0.0,-1.0,0.5217391304347827,0.1739130434782609,0,-1.0,0.0,0.0,1,1,0.3333333333333333,0,-0.4011581928110411,-0.1470588235294117,-0.2741085081702264,0.8201102636277658
2023-wimbledon-1309,00:02:38,0,0.0,0.0,0.6,0.6666666666666666,-0.5,0.0,0.2555555555555555,0,0,0.0,-1.0,0.4492753623188406,-0.1835748792270531,0,-0.5,0.0,0.0,1,0,0.1666666666666666,0,-0.5412855531888235,-0.1470588235294117,-0.3441721883591176,0.9628683431597258
2023-wimbledon-1309,00:03:55,0,0.0,1.0,0.0,0.5714285714285714,0.0,0.0,0.7857142857142857,0,0,0.0,0.0,0.4782608695652175,0.2391304347826087,0,0.0,0.0,0.0,0,0,0.0,0,-0.5631000417420342,-0.0294117647058823,-0.2962559032239583,1.1056264226916857
2023-wimbledon-1309,00:04:29,0,0.0,1.0,0.0,0.625,0.0,0.0,0.40625,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.5598165902459358,-0.0,-0.2799082951229679,1.2483845022236455
2023-wimbledon-1309,00:05:00,0,0.0,1.0,0.5,0.5555555555555556,0.0,0.0,0.5138888888888888,0,1,0.0,0.0,0.6231884057971016,0.5410628019323672,0,0.0,0.0,0.0,0,0,0.0,0,-0.549845348560552,-0.0294117647058823,-0.2896285566332172,1.3911425817556053
2023-wimbledon-1309,00:05:29,0,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.4583333333333333,0,0,0.0,0.0,0.3913043478260869,0.1304347826086956,0,0.0,0.0,0.0,0,0,0.0,0,-0.4412808910546467,-0.0294117647058823,-0.2353463278802645,1.5339006612875652
2023-wimbledon-1309,00:06:04,0,0.0,1.0,0.25,0.5454545454545454,0.0,0.0,0.4488636363636363,0,1,0.0,0.0,0.8260869565217392,0.6086956521739131,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.391758560650029,-0.0588235294117647,-0.2252910450308968,1.676658740819525
2023-wimbledon-1309,00:06:34,0,0.0,1.0,0.4,0.5833333333333334,0.0,0.0,0.4958333333333333,0,1,0.0,0.0,0.7101449275362319,0.5700483091787439,0,0.0,0.0,0.0,1,1,0.6666666666666666,0,-0.4836768943352015,-0.1764705882352941,-0.3300737412852478,1.8194168203514849
2023-wimbledon-1309,00:07:07,0,0.0,1.0,0.5,0.5384615384615384,0.0,0.0,0.5096153846153846,0,0,0.0,0.0,0.536231884057971,0.178743961352657,0,0.0,0.0,0.0,0,0,0.0,0,-0.50781784680179,-0.0294117647058823,-0.2686148057538361,1.9621748998834447
2023-wimbledon-1309,00:07:51,0,0.0,1.0,0.4285714285714285,0.5714285714285714,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.3333333333333333,0,-0.5056952503761014,-0.0,-0.2528476251880507,2.1049329794154046
2023-wimbledon-1309,00:08:25,0,0.0,1.0,0.5,0.5333333333333333,0.0,0.0,0.5083333333333333,0,1,0.0,0.0,0.6956521739130435,0.5652173913043478,0,0.0,0.0,0.0,0,0,0.0,0,-0.5692307692307692,-0.0294117647058823,-0.2993212669683258,2.2476910589473644
2023-wimbledon-1309,00:08:50,0,0.0,1.0,0.4285714285714285,0.5,-0.25,0.0,0.4196428571428571,0,1,0.0,0.0,0.7536231884057971,0.5845410628019324,0,-0.25,0.0,0.0,0,0,-0.0833333333333333,0,-0.4446543580936024,-0.088235294117647,-0.2664448261056247,2.3904491384793243
2023-wimbledon-1309,00:09:28,0,0.0,0.5,0.0,0.4705882352941176,0.0,0.0,0.3235294117647059,0,1,0.0,0.0,0.8260869565217392,0.9130434782608696,0,0.0,0.0,0.0,0,0,0.0,0,-0.4474776907667092,-0.1764705882352941,-0.3119741395010016,2.533207218011284
2023-wimbledon-1309,00:10:04,0,0.0,0.5,0.0,0.4444444444444444,-1.0,0.0,-0.0111111111111111,0,0,0.0,-1.0,0.0,-0.5,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.4840356083086053,-0.0,-0.2420178041543026,2.675965297543244
2023-wimbledon-1309,00:11:09,0,0.0,0.5,0.0,0.4736842105263157,-1.0,0.0,-0.0052631578947368,0,0,0.0,-1.0,0.6086956521739131,-0.1304347826086956,0,-1.0,0.0,0.0,1,0,0.0,0,-0.4251302083333333,-0.088235294117647,-0.2566827512254902,2.818723377075204
2023-wimbledon-1309,00:11:44,0,0.0,0.5,0.3333333333333333,0.5,-1.0,0.0,0.0666666666666666,0,1,1.0,-1.0,0.7826086956521741,0.4456521739130435,0,-1.0,0.0,0.0,1,1,0.3333333333333333,0,-0.5346989966555183,-0.0294117647058823,-0.2820553806807003,2.9614814566071637
2023-wimbledon-1309,00:12:06,0,0.0,0.5,0.5,0.4761904761904761,-1.0,0.0,0.0952380952380952,0,0,1.0,-1.0,0.4782608695652175,0.1195652173913043,0,-1.0,0.0,0.0,0,0,-0.3333333333333333,0,-0.3918386639357177,-0.0588235294117647,-0.2253310966737412,3.1042395361391235
2023-wimbledon-1309,00:13:26,0,0.0,0.5,0.4,0.5,-1.0,0.0,0.0799999999999999,0,1,1.0,-1.0,0.8260869565217392,0.4565217391304348,0,-1.0,0.0,0.0,1,0,0.0,0,-0.4389771406431615,-0.0294117647058823,-0.2341944526745219,3.2469976156710834
