match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p2,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end,Rate
2023-wimbledon-1302,00:00:00,0,0.0,0.0,0.0,-0.5,0.0,-0.5,0,0,0,0,0.7659574468085106,0.1914893617021276,0,-1,0,0,0,0,-0.2,0,-0.0337443260060182,-0.0588235294117647,-0.0462839277088914,-0.25727094511563736
2023-wimbledon-1302,00:00:36,0,0.0,0.0,0.0,-0.5,0.0,-0.25,0,1,0,0,0.8794326241134752,0.4698581560283688,0,-1,0,0,1,0,0.0,0,-0.0255584740143826,-0.0294117647058823,-0.0274851193601324,-0.2111317002522854
2023-wimbledon-1302,00:00:58,0,0.0,0.0,0.5,-0.5,0.0,0.0,0,0,0,0,0.7375886524822695,0.1843971631205673,0,-1,0,0,1,0,0.0,0,-0.3569452236446167,-0.2647058823529412,-0.3108255529987789,-0.3636977322957365
2023-wimbledon-1302,00:01:52,0,0.0,0.0,0.6666666666666666,-0.5,0.0,0.0833333333333333,0,0,0,0,0.6950354609929078,0.1737588652482269,0,-1,0,0,0,0,-0.2,0,-0.0538901922782679,-0.0588235294117647,-0.0563568608450163,-0.39287656460231096
2023-wimbledon-1302,00:02:32,0,0.0,0.0,0.5,-1.0,0.0,-0.25,0,0,0,-1,0.0,-0.3333333333333333,0,-2,0,0,0,0,-0.4,0,-0.0151604018972815,-0.0,-0.0075802009486407,-0.7253111255889779
2023-wimbledon-1302,00:03:12,0,0.0,0.0,0.4,-1.0,0.0,-0.3,0,1,0,-1,0.8865248226950354,0.2216312056737588,0,-2,0,0,1,0,-0.2,0,-0.0262597541694292,-0.0294117647058823,-0.0278357594376558,-0.8284264566188941
2023-wimbledon-1302,00:03:37,0,0.0,0.0,0.5,-1.0,0.0,-0.25,0,1,0,-1,0.8865248226950354,0.2216312056737588,0,-2,0,0,1,0,-0.2,0,-0.0189728158310807,-0.0294117647058823,-0.0241922902684815,-1.0078693657254092
2023-wimbledon-1302,00:04:01,0,0.0,0.0,0.5714285714285714,-1.0,0.0,-0.2142857142857143,0,0,0,-1,0.75177304964539,-0.0620567375886524,0,-2,0,0,0,0,-0.4,0,-0.0931682562350181,-0.1176470588235294,-0.1054076575292737,-1.2463467319693238
2023-wimbledon-1302,00:04:45,0,0.0,0.0,0.5,-1.0,0.0,-0.25,0,1,0,-1,0.8297872340425532,0.2074468085106383,0,-2,0,0,1,0,-0.2,0,-0.0282615902483806,-0.0294117647058823,-0.0288366774771315,-1.3637046306556688
2023-wimbledon-1302,00:05:08,0,0.0,0.0,0.5714285714285714,-1.0,0.0,-0.1428571428571428,0,1,0,-1,0.8794326241134752,0.2198581560283688,0,-2,0,0,0,0,-0.4,0,-0.1534209721018004,-0.1176470588235294,-0.1355340154626649,-1.513385706711715
2023-wimbledon-1302,00:05:42,0,0.0,0.0,0.5,-1.0,0.0,-0.1666666666666666,0,1,1,-1,0.9361702127659576,0.4840425531914893,0,-2,0,0,1,1,0.0,0,-0.003755036466568,-0.0294117647058823,-0.0165834005862252,-1.6713081222316588
