match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p1,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end,Rate
2023-wimbledon-1304,00:00:00,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.6099290780141844,0.1524822695035461,0,-0.0,0,0,1,0,0.2,0,-0.0262725047177028,-0.0294117647058823,-0.0278421347117926,0.046171509267407915
2023-wimbledon-1304,00:00:41,0,0.0,0.0,1.0,0,0.0,0.5,0,0,0,0.0,0.6524822695035462,0.1631205673758865,0,-0.0,0,0,1,0,0.2,0,-0.0274901820778293,-0.0294117647058823,-0.0284509733918558,0.46878004680241503
2023-wimbledon-1304,00:01:09,0,0.0,0.0,1.0,0,0.0,0.5,0,1,0,0.0,0.723404255319149,0.4308510638297872,0,-0.0,0,0,1,0,0.2,0,-0.064046003978171,-0.0294117647058823,-0.0467288843420267,0.8130253387401384
2023-wimbledon-1304,00:01:29,0,0.0,0.0,1.0,0,0.0,0.5,0,1,0,0.0,0.851063829787234,0.4627659574468085,0,-0.0,0,0,1,0,0.2,0,-0.0392844392308869,-0.0294117647058823,-0.0343481019683846,1.1177427248724723
2023-wimbledon-1304,00:02:42,0,0.0,1.0,0.0,0,0.0,0.5,0,0,0,0.0,0.7943262411347518,0.2647754137115839,0,-0.0,0,0,0,0,0.0,0,-0.0213061661651451,-0.0294117647058823,-0.0253589654355137,1.3603321450682433
2023-wimbledon-1304,00:03:10,0,0.0,1.0,0.0,0,0.0,0.3333333333333333,0,1,0,0.0,0.8723404255319149,0.624113475177305,0,-0.0,0,0,0,0,0.0,0,-0.0763375325138981,-0.088235294117647,-0.0822864133157725,1.4591037257061492
2023-wimbledon-1304,00:03:49,0,0.0,1.0,0.0,-1,0.0,0.0,0,1,0,0.0,0.8723404255319149,0.624113475177305,0,-0.5,0,0,0,0,-0.1,0,-0.1035727036262559,-0.088235294117647,-0.0959039988719514,1.2725100859926477
2023-wimbledon-1304,00:04:13,0,0.0,1.0,0.0,-2,0.0,-0.3333333333333333,0,0,0,0.0,0.7375886524822695,0.2458628841607565,0,-1.0,0,0,0,0,-0.2,0,-0.0881572907635028,-0.088235294117647,-0.0881962924405749,0.9266619901325728
2023-wimbledon-1304,00:04:57,0,0.0,0.5,0.0,0,0.0,0.25,0,0,0,0.0,0.7092198581560284,0.1773049645390071,0,-0.0,0,0,1,0,0.2,0,-0.039131432651604,-0.0294117647058823,-0.0342715986787431,1.0784376542283085
2023-wimbledon-1304,00:05:29,0,0.0,0.5,1.0,0,0.0,0.5,0,1,0,0.0,0.8085106382978723,0.4521276595744681,0,-0.0,0,0,1,0,0.2,0,-0.0186604273983781,-0.0294117647058823,-0.0240360960521302,1.2717322293530144
2023-wimbledon-1304,00:05:59,0,0.0,0.5,1.0,0,0.0,0.5,0,0,0,0.0,0.6737588652482269,0.1684397163120567,0,-0.0,0,0,1,0,0.2,0,-0.0622035497526393,-0.088235294117647,-0.0752194219351432,1.317116886665004
2023-wimbledon-1304,00:06:30,0,0.0,0.5,1.0,0,1.0,0.625,0,1,0,0.0,0.8297872340425532,0.4574468085106383,0,-0.0,1,0,1,0,0.4,0,-0.1612370581935023,-0.2058823529411764,-0.1835597055673394,1.6022445654662785
2023-wimbledon-1304,00:08:24,0,0.0,0.6666666666666666,0.0,0,0.0,0.3333333333333333,0,0,0,0.0,0.7659574468085106,0.2553191489361702,0,-0.0,0,0,1,0,0.2,0,-0.0599403274340796,-0.0588235294117647,-0.0593819284229221,1.5977206251125111
2023-wimbledon-1304,00:08:53,0,0.0,0.6666666666666666,1.0,0,0.0,0.5555555555555555,0,0,0,0.0,0.0,0.0,0,-0.0,0,0,1,0,0.2,0,-0.0059927576885806,-0.0,-0.0029963788442903,1.7356658929587638
2023-wimbledon-1304,00:09:31,0,0.0,0.6666666666666666,1.0,-1,0.0,0.2222222222222221,0,1,0,0.0,0.9078014184397164,0.6359338061465721,0,-0.5,0,0,0,0,-0.1,0,-0.1197276482888764,-0.1470588235294117,-0.1333932359091441,1.8423594082469028
2023-wimbledon-1304,00:10:03,0,0.0,0.6666666666666666,0.6666666666666666,-1,0.0,0.111111111111111,0,1,0,0.0,0.8652482269503546,0.6217494089834515,0,-0.5,0,0,0,0,-0.1,0,-0.0694777375427143,-0.0294117647058823,-0.0494447511242983,1.8920428829202969
2023-wimbledon-1304,00:10:25,0,0.0,0.6666666666666666,0.5,-1,0.0,0.0555555555555555,0,0,0,0.0,0.7943262411347518,0.2647754137115839,0,-0.5,0,0,1,0,0.1,0,-0.1432077829346662,-0.1764705882352941,-0.1598391855849801,1.85724107538875
2023-wimbledon-1304,00:11:15,0,0.0,0.6666666666666666,0.6,-2,0.0,-0.2444444444444444,0,1,0,0.0,0.900709219858156,0.6335697399527187,0,-1.0,0,0,0,0,-0.2,0,-0.2463405926454837,-0.3235294117647059,-0.2849350022050948,1.8048500701483738
2023-wimbledon-1304,00:12:03,0,0.0,0.6666666666666666,0.5,-2,0.0,-0.2777777777777778,0,1,0,0.0,0.8865248226950354,0.6288416075650117,0,-1.0,0,0,0,0,-0.2,0,-0.0389146733309532,-0.0294117647058823,-0.0341632190184177,1.8009104394718949
2023-wimbledon-1304,00:12:30,0,0.0,0.6666666666666666,0.4285714285714285,-2,0.0,-0.3015873015873016,0,0,0,0.0,0.8581560283687943,0.2860520094562648,0,-1.0,0,0,1,1,0.2,0,-0.0992502677615137,-0.1176470588235294,-0.1084486632925215,1.7411757259875789
2023-wimbledon-1304,00:13:31,0,0.0,0.6666666666666666,0.5,-2,0.0,-0.2777777777777778,0,1,0,0.0,0.8936170212765957,0.6312056737588653,0,-1.0,0,0,0,0,-0.2,0,-0.0067960422298158,-0.0294117647058823,-0.0181039034678491,1.7680543297430882
