match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p1,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end
2023-wimbledon-1302,00:00:00,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.7659574468085106,0.2553191489361702,0,-0.0,0,0,1,0,0.2,0,-0.08699699087060744,-0.058823529411764705,-0.07291026014118607
2023-wimbledon-1302,00:00:36,0,0.0,0.0,1.0,0,0.0,0.5,0,1,0,0.0,0.8794326241134752,0.6264775413711584,0,-0.0,0,0,0,0,0.0,0,-0.04205130820625287,-0.029411764705882353,-0.03573153645606761
2023-wimbledon-1302,00:00:58,0,0.0,0.0,0.5,0,0.0,0.25,0,0,0,0.0,0.7375886524822695,0.2458628841607565,0,-0.0,0,0,0,0,0.0,0,-0.4615889733258531,-0.2647058823529412,-0.36314742783939713
2023-wimbledon-1302,00:01:52,0,0.0,0.0,0.3333333333333333,0,0.0,0.16666666666666666,0,0,0,0.0,0.6950354609929078,0.23167848699763594,0,-0.0,0,0,1,0,0.2,0,-0.11198169021267916,-0.058823529411764705,-0.08540260981222193
2023-wimbledon-1302,00:02:32,0,0.0,0.0,0.5,0,0.0,0.25,0,0,0,0.0,0.0,0.0,0,-0.0,0,0,1,0,0.2,0,-0.020369000867037284,-0.0,-0.010184500433518642
2023-wimbledon-1302,00:03:12,0,0.0,0.0,0.6,0,0.0,0.3,0,1,0,0.0,0.8865248226950354,0.6288416075650117,0,-0.0,0,0,0,0,0.0,0,-0.03451573417656959,-0.029411764705882353,-0.03196374944122597
2023-wimbledon-1302,00:03:37,0,0.0,0.0,0.5,0,0.0,0.25,0,1,0,0.0,0.8865248226950354,0.6288416075650117,0,-0.0,0,0,0,0,0.0,0,-0.029982914265313413,-0.029411764705882353,-0.029697339485597885
2023-wimbledon-1302,00:04:01,0,0.0,0.0,0.42857142857142855,0,0.0,0.21428571428571427,0,0,0,0.0,0.75177304964539,0.25059101654846333,0,-0.0,0,0,1,0,0.2,0,-0.11890523792523079,-0.11764705882352941,-0.11827614837438011
2023-wimbledon-1302,00:04:45,0,0.0,0.0,0.5,0,0.0,0.25,0,1,0,0.0,0.8297872340425532,0.6099290780141844,0,-0.0,0,0,0,0,0.0,0,-0.031002958127199474,-0.029411764705882353,-0.030207361416540915
2023-wimbledon-1302,00:05:08,0,0.0,0.0,0.42857142857142855,0,1.0,0.4761904761904762,0,1,0,0.0,0.8794326241134752,0.6264775413711584,0,-0.0,1,0,1,0,0.4,0,-0.13592721987045445,-0.11764705882352941,-0.12678713934699193
2023-wimbledon-1302,00:05:42,0,0.0,0.0,0.5,0,1.0,0.5,0,1,0,0.0,0.9361702127659575,0.6453900709219859,0,-0.0,0,0,0,0,0.0,0,-0.006190391186821033,-0.029411764705882353,-0.017801077946351693
2023-wimbledon-1302,00:06:07,0,0.0,0.0,0.42857142857142855,-1,1.0,0.14285714285714288,0,0,0,0.0,0.7092198581560284,0.2364066193853428,0,-0.5,0,0,0,0,-0.1,0,-0.11314836537971133,-0.08823529411764705,-0.10069182974867918
2023-wimbledon-1302,00:07:26,0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0,1,0,0.0,0.9716312056737588,0.4929078014184397,0,-0.0,1,0,1,1,0.6,0,-0.06885933595144592,-0.08823529411764705,-0.07854731503454648
