match_id,elapsed_time,MT,sets_ratio,game_ratio,score_ratio,ue_game_ratio,npr_game_ratio,MT_end,SA,server_p1,ace_ratio,df_ratio,spead,SA_end,CPP,ue_ratio,npw_ratio,bpw_ratio,pt_victor,pt_winner,CPP_end,ST,distance_ratio,rally_count_normalized,ST_end,Rate
2023-wimbledon-1315,00:00:00,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.7021276595744681,0.2340425531914893,0,-0.0,0,0,0,0,0.0,0,-0.0272797980313153,-0.0294117647058823,-0.0283457813685988,0.03927639732688402
2023-wimbledon-1315,00:00:25,0,0.0,0.0,0.0,0,0.0,0.0,0,1,0,0.0,0.8936170212765957,0.6312056737588653,0,-0.0,0,0,0,0,0.0,0,-0.0126421686132503,-0.0294117647058823,-0.0210269666595663,0.10458172739011191
2023-wimbledon-1315,00:00:38,0,0.0,0.0,0.0,0,0.0,0.0,0,1,0,0.0,0.8794326241134752,0.6264775413711584,0,-0.0,0,0,0,0,0.0,0,-0.0319975008925383,-0.0294117647058823,-0.0307046327992103,-0.05967273895997535
2023-wimbledon-1315,00:00:53,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.6950354609929078,0.2316784869976359,0,-0.0,0,0,0,0,0.0,0,-0.0234036313561483,-0.0294117647058823,-0.0264076980310153,-0.2813499955792401
2023-wimbledon-1315,00:02:03,0,0.0,0.0,0.0,-1,0.0,-0.5,0,0,0,-1.0,0.0,-0.3333333333333333,0,-0.5,0,0,0,0,-0.1,0,-0.0151093997041872,-0.0,-0.0075546998520936,-0.8177238777230857
2023-wimbledon-1315,00:02:35,0,0.0,0.0,0.0,-1,0.0,-0.3333333333333333,0,1,0,-0.5,0.8226950354609929,0.3306737588652482,0,-0.5,0,0,1,1,0.3,0,-0.0645050237160198,-0.088235294117647,-0.0763701589168334,-0.8858683258312327
2023-wimbledon-1315,00:03:16,0,0.0,0.0,0.5,-1,0.0,-0.1666666666666666,0,0,0,-0.3333333333333333,0.624113475177305,0.0726950354609929,0,-0.5,0,0,1,0,0.1,0,-0.0173726220227469,-0.0294117647058823,-0.0233921933643146,-1.1214834382803502
2023-wimbledon-1315,00:03:51,0,0.0,0.0,0.6666666666666666,-1,0.0,-0.1111111111111111,0,0,0,-0.25,0.6808510638297872,0.1077127659574468,0,-0.5,0,0,1,0,0.1,0,-0.1443362064568776,-0.2058823529411764,-0.175109279699027,-1.221892503004208
2023-wimbledon-1315,00:04:40,0,0.0,0.0,0.75,-1,0.0,-0.0833333333333333,0,0,0,-0.2,0.5886524822695035,0.0971631205673758,0,-0.5,0,0,0,0,-0.1,0,-0.1414290814505023,-0.1764705882352941,-0.1589498348428982,-1.3219186870685458
2023-wimbledon-1315,00:05:30,0,0.0,0.0,0.6,-1,0.0,-0.1333333333333333,0,1,0,-0.1666666666666666,0.8226950354609929,0.4140070921985815,0,-0.5,0,0,1,0,0.1,0,-0.0309328301116948,-0.0294117647058823,-0.0301722974087885,-1.3600625845126952
